ETKINLIK_ADI,ICERIK_ACIKLAMA
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Bu yaşamda 'Aman bana uğramasın, ben bunu yaşamak istemiyorum.' dediğiniz ne var? Kemal İslamoğlu bu videoda negatif değerlerimiz üzerine düşünmemizi sağlıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Negatif değerlerinizi çıkardınız. Kemal İslamoğlu, listesini çıkardığınız negatif değerleri nasıl sıralamanız gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Daha önce bireysel olarak yaptığınız değer seti belirleme çalışmasını gelin bir örnek üzerinden inceleyelim. Bu videoda Kemal İslamoğlu, Ebru Hanım ile onun hayat amacı ve zorlukları üzerinden uzun bir sorgulamaya giriyor ve değer seti belirleme konusunda"
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Bu yaşamda sizin için olmazsa olmaz ne var? İşte bu sorunun yanıtı pozitif - doğru değerlerinizdir. Kemal İslamoğlu bu videoda pozitif değerlerimiz üzerine düşünmemizi sağlıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Pozitif değerlerinizi çıkardınız. Eğer henüz karar vermediyseniz bu videoyu izlemeden önce mutlaka bir liste hazırlayın. Kemal İslamoğlu, listesini çıkardığınız pozitif değerleri nasıl sıralamanız gerektiğini anlatıyor."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Takım yöneticisi olarak sizi neler bekliyor? Hayatın direksiyonuna geçme bağlamında baktığınızda nelere dikkat etmelisiniz? İyi bir takım iklimi için gerekenleri Kemal İslamoğlu özetliyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Takımınız hangi aşamada öğrenmek için 'Takımınızın Ölçülmesi' görevini tamamlamasınız. Bu videoda Kemal İslamoğlu görev öncesi ipuçlarını sağlıyor.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Takımlar hangi aşamalardan geçer? İyi bir takım nasıl davranır? Kötü bir takım nasıl davranır? Hepsini Kemal İslamoğlu'ndan dinliyoruz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Tebrikler, Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı'nı tamamladınız."
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,Tutkumuzu nasıl bulacağız? Bu ve daha fazlasının cevabını bu videoda Kemal İslamoğlu'dan öğrenebirsiniz.
Kemal İslamoğlu ile Kişisel Liderlik Gelişim Programı,"Düşündüğümüzü ne kadar söyleybiliyoruz? Karşımızdakine ne kadar değer veriyoruz? İletişim tarzımızı belirleyen çok önemli iki etmen bu soruların cevaplarında saklı. Kemal İslamoğlu, bu videoda yapıcı etkileşimin sırlarını anlatıyor."
Kendi Kendinin En iyi Patronu Olmak,"<div>Hiç kendi kendinizi yönetmeyi denediniz mi? Belki de gelmiş geçmiş en iyi patronunuz kendinizsinizdir. Öz gelişim teknikleri ve sürekli öğrenme ile sizi güçlendirecek tutumlar ve beceriler geliştirebilirsiniz. Kendi kendinizi yönetebilir ve kendinizin en iyi patronu haline gelebilirsiniz. Öz gelişim, verimliliğinizi en üst seviyeye çıkarmak için işteki tutumlarınızın, davranışlarınızın ve hareketlerinizin sorumluluğunu alma sürecidir.<br /><br />Bu eğitim, kişisel gelişimi destekleyen tutumların ve davranışların öğrenilmesine odaklanır. Olumsuz iç konuşmaları fark edip engellemeyi, girişkenliğinizi görünür kılmayı, kendi kendinizi geliştirmeyi ve güçlü yanlarınıza ve gelişim fırsatlarına odaklanarak kendi kişisel gelişiminizi yönetmeyi öğreneceksiniz.</div>"
Kendi Talihini Yaratmak," <span style='font-size: 12px;'>Her türlü başarıda şansın rolü vardır ancak hiçbir başarıyı şans açıklamaz. Benzer şekilde, her türlü başarısızlığın arkasında şanssızlığın rolü vardır. Ancak hiçbir başarısızlığı şanssızlık açıklamaz. Talihli insanlar kendi talihlerini kendileri yaratırlar. Bunlar, hayat doyumu yüksek kişilerdir. Bu programda kendi talihini yaratan ve yüksek hayat doyumuna sahip olan kişilerin özelliklerini ve uyguladıkları yöntemleri bulacak, kendi hayat doyumunuzla ilgili bir çıkarım yapacaksınız.</span>"
Keyif Veren Sunum," Bu eğitim, topluluk önünde yapılacak her tür sunum için yeteneklerin geliştirilmesine, sistematik bir çalışma ile sunum sürecinde ortaya çıkabilecek tüm zorlukların önlenmesine ve üstesinden gelinmesine yardımcı olmak amacı ile hazırlanmıştır."
Keşif Görüşmesi: İyi Bir Başlangıç Yapmak,"<div>Keşif toplantıları, satış sürecinde itibar, ivme ve güven kazanmak için en erken fırsatlardan biridir. Etkili bir şekilde yürütüldüklerinde, müşteri fırsatları hakkındaki anlayışınızı derinleştirir ve potansiyel müşterilerinizin çözümleriniz hakkında daha fazla bilgi istemesini sağlayan satış yöntemlerini mümkün kılar.<br /><br />Bu eğitimimizde, görüşme talebinizi nasıl kabul ettireceğiniz ve müşteriyle yüz yüze görüşme esnasında nasıl davranmanız gerektiği de dahil olmak üzere keşif görüşmesine hazırlanmada yararlanacağınız bazı satış esaslarını öğreneceksiniz. Öğrendiğiniz satış becerileri özgüveninizi korumanıza, sürprizlerden kaçınmanıza ve potansiyel müşterinizle olan ilişkinize iyi bir başlangıç yapmanıza yardımcı olacaktır.</div>"
Kişisel Bilgi Güvenliği,"<div>&ldquo;Güvenlik zincirindeki en zayıf halka insandır.&rdquo; – Kevin Mitnick (FBI’ın en çok arananlar listesine girmiş ilk hacker)</div><div>Gelişen teknolojiyle birlikte, sanal ortamda depolanan bilgi yoğunluğu ve bu bilgi yoğunluğunun taşıdığı önem her geçen gün artmaktadır. Sanal dünyadaki bilgilerin, gerçek hayattaki kişisel ve kurumsal işleyişleri kendine bağımlı hale getirdiği bir dünyada, bilgi güvenliğindeki kullanıcı bilinci oldukça kritik bir hal almıştır. </div><div>Teknolojik savunma mekanizmalarının yanında çok gerekli bir öğe olan kullanıcı bilincini kazandırmayı hedefleyen bu eğitimde,  kişinin genel olarak kendi bilgi güvenliğini nasıl sağlayabileceği konusunda önemli bilgiler verilmektedir. Ayrıca, sanal ortamda karşılaşılabilecek tehditlere ve risklere vurgu yapılmakta ve bu kritik noktalarda ne gibi önlemler alınabileceği dikkat çekici örneklerle anlatılmaktadır.</div>"
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,Standartlar bizi bağlamaz. Bu videoda kişisel potansiyelimizi ortaya çıkarma yolculuğumuzda önümüze çıkan engeller karşısında yapabileceklerimiz açıklanmaktadır.
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Kaynağın doğrusu, motivasyonumuzu olumlu etkiler. Bu videoda doğru kişilerle olan iletişimimizin motivasyonumuz üzerindeki olumlu etkileri açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,Doğru tutum özgürleştirir. Bu videoda hayatın içerisinde karşılaştığımız durumlar karşısındaki seçimlerimizin motivasyonumuz üzerindeki etkisi açıklanmaktadır.
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Kola yolu herkes seçer. Bu videoda hayınıza anlam katmak, potansiyelinizin sınırlarını zorlamak ve fark yaratmak için, kolay yolu seçmek yerine alternatif yollar aramanız gerektiği açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Geleceğinizin endişesi, bugününüzün neşesini kaçırmasın. Bu videoda gelecek endişesi ile yaşamanın kişisel motivasyonumuz üzerindeki olumsuz etkileri açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Saha kenarında durup eleştirenlerden misiniz, oyuna katılanlardan mı? Bu videoda hayatımızın akışı içinde motivasyonumuzu yüksek tutmak için harekete geçmenin önemi açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Karalılık, ilk adımı atmadıktan sonra yalnızca iyi niyetten ibarettir. Bu videoda, kişisel olarak verdiğiniz değişim ve gelişim kararlarının gerçekleşebilmesi için atılacak ilk adımın önemi açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Her konuda başarılı olmak mümkün değil. Bu videoda, hayatın akışı içinde yaşadığımız olumsuz deneyimlerin gelişimimize olan etkisi açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Kararlarınız mutluluğunuzu arttırıyor mu? Bu videoda yaşam yolculuğunuzda, vereceğiniz karalar ve  yaptığınız seçimlerin kişisel motivasyonunuz ile ilişkisi açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"“Yöneticim beni motive etmiyor” “Motivasyonumu kaybettim” sıklıkla duyulan şikayetlerdir. Motivasyon bir şeyi gerçekleştirmek adına sahip olduğumuz, zorluklar karşısında yılmamızı engelleyen, daha iyi olmaya yönlendiren ve devamlılığı itici güçtür, şevktir. Motivasyon acaba içten mi gelir yoksa dıştan mı sorusuna eğitimlerimizde ilk aldığımız cevap dıştan oluyor. Bu cevabı sorgulamaya başladığımızda aslında bizi kimsenin yapmak istemediğimiz, bizim için önemli olmayan bir konuda motive edemediği sonucuna hızlıca ulaşıyoruz. Son zamanların sıklıkla duyduğumuz “ birisi beni motive etsin” isteğinin aslında gerçekçi olmadığını fark ediyoruz. İç uyumu düşük olan kişiler de, olaylar karşısında daha heyecanlı ve coşkulu olurlar. Bu da onların daha “motive” olarak görülmelerini sağlar, buradaki temel nokta ise, kolay motive oldukları gibi, çok kolay da motivasyonları kaybetmeye eğilimlidirler. Hırs yükseldikçe, kişi başarma isteği içerisinde olur, daha fazla satmak, daha çok yükselmek, daha çok kişiyle tanışmak, daha fazla öne çıkmak vb. İş hayatında bu çoğu zaman motivasyon olarak adlandırılır. Sosyalliği yüksek olanlar kolay ilişki kurulabilen, girişken, dışadönük, konuşkan, eğlenceli ve dinamik olarak tanımlanırlar. Bu kişiler başkalarıyla çalışmaktan keyif aldıkları ve zorlandıklarında kendilerini destekleyecek ilişki ağını yaratmış oldukları için motivasyonlarını kolay kolay kaybetmezler."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"<strong><span style='font-family:Arial,sans-serif; font-size:12pt'>“Kişisel Gelişim ve Motivasyon” Gelişim Yolculuğu’na hoş geldin!</span></strong>  <p class='MsoNormal'><span style='font-size:12.0pt; line-height:107%; font-family:'>Hiç şüphesiz güne iyi başlamak, sorumluluklarımızı yerine getirmek için gerekli çabayı göstermek ve bunları sürdürebilmenin ne kadar önemli ve zor olduğunun hepimiz farkındayız.  </span></p>  <p class='MsoNormal'><span style='font-size:12.0pt; line-height:107%; font-family:'>Ancak bazen günün akışı içerisinde, olumlu beklentileri kaybettiğimiz anlar sıklaşmaya başlar. Bu durum, değer algısını yitirmekten kaynaklı stres, mutsuzluk, endişe ve kaygı   gibi birçok olumsuz duygu hissetmemize neden olur.<span style=''> </span></span></p>  <p class='MsoNormal'><span style='font-size:12.0pt; line-height:107%; font-family:'>İşte tüm bu olumsuz duyguların üstesinden gelmeni sağlayacak bir gelişim yolculuğu hazırladık. Sen de bu yolculuğa bizimle katılmak ister misin?  </span></p>  "
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,İyilikler kadar kötülükler de hayatın içinde. Bu videoda hayatın akışı içinde sizi olumsuz duygulara sürükleyeme ihtimali olan kişi ve durumlar karşısında kişiselleştirmemeyi seçmenin hayatınıza yapacağı olumlu etkiler açıklanmaktadır.
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Son yıllarda iş motivasyonunun çalışan memnuniyeti ile eşanlamlı kullanıldığına tanık oluyoruz. Psikoloji alanından gelmeyenlerin, iki kavram arasındaki incelikleri bilmedikleri için kavramları hatalı kullandıkları görülüyor. Motivasyon kişinin çevresiyle etkileşimi sonucunda ortaya çıkar. Motivasyon ?bilmekle yapmak?, ?düşünmekle harekete geçmek?, ?yeterlilikle performans? arasındaki can alıcı halkadır. Zihinsel süreçlerden davranışsal süreçlere geçişte, bir başka deyişle yetkinliğin performansa dönüşmesinde, motivasyon değişkenleri rol oynar. Daha 1929 yılında yapılmış bir araştırma, tok farelerle aç farelerin bir labirenti eşit öğrendiklerini, ancak, yalnızca aç farelerin labirenti koşarak bilgilerini ortaya koyduklarını göstermiştir. Motivasyonla ilgili en temel sorular, davranışın yönü, yoğunluğu ve süresiyle ilgilidir. Motivasyon öncelikle, kişiyi belirli bir yöne doğru harekete geçirmelidir. Kişinin bir şeyi yapmaya istekli ya da hevesli olması motivasyon için yeterli değildir. Motivasyon sonucu ortaya çıkan davranışın hangi yoğunlukta olduğu ve ne kadar sürdüğü de o motivasyonun gücünü gösterir."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Olumsuz enerjiler uzak dursun. Bu videoda bizim enerjimizi tüketen, yaşama sevincimizi törpüleyen kişi ve durumlara karşı yapabileceklerimiz açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Ne kadar hızlı kaçarsanız kaçın, problemler eninde sonunda sizi yakalar. Bu videoda, problemler karşısında nasıl bir tutum sergilemeniz gerektiği açıklanmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,Bazen durmak lazım. Bu videoda başarının bile monotonlaşabileceği ve bu gibi durumlarda  kişisel motivasyonumuzu arttırabilmek için yapabileceklerimiz açıklanmaktadır.
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Şimdi’ hayatın ta kendisi. Bu videoda geçmişte yaşananlarda kaybolmak ya da gelecek için yaşamak yerine,bizi heyecanlandıran ve ulaşılabilir hedefler seçerek, sürecin ( şimdinin) tadını çıkarmamızın gerekliliği anlatılmaktadır."
Kişisel Gelişim ve Motivasyon Gelişim Yolculuğu,"Fırsat geldiğin de %100 hazır olmak mümkün müdür? Bu videoda hayatın bize getirdiği süprizler karşısında, fırsatları kaçırmamak için yapılması gerekenler açıklanmaktadır."
Kişisel Güç ve İtibar,"<div>Otorite, bir pozisyon gücünü de beraberinde getirir. Bir unvan, kişiye belli bir güç ve otorite sağlasa dahi, bunun da sınırları vardır. Hedeflere ulaşmak ve sonuç almak, iş tanımının ve kartvizitteki unvanın ötesinde bir kişisel güç gerektirir. Kişisel güç ise, kişisel itibar, nüfuz ve politik yetkinlikten beslenir. En mütevazı iş unvanlarına sahip olan kişiler bile işi nasıl bitirebileceğini bilir.</div><div> </div><div>Bu eğitimimizde, kişisel güç ve itibarı nasıl oluşturabileceğinizi ve onları kullanarak çalışma arkadaşlarınız ile organizasyonda nasıl güven kazanabileceğinizi, bu sayede iş yerinde nüfuzunuzu arttırarak hedeflerinize nasıl ulaşabileceğinizi öğreneceksiniz.</div>"
Kişisel Sorumluluk Çerçevesi Geliştirmek,"Birbiriyle çakışan pek çok görevle uğraşıyorsunuz. Son teslim tarihlerini, üretim hedeflerini ve iş hedeflerini karşılamak ciddi sorumluluklardır. Bunları yerine getirmenin kolay yollarını bulmak ya da neden yapamadığınıza dair mazeretler sunmak cazip gelebilir. Fakat sorumluluk sahibi olmak, profesyonel olmanın bir parçasıdır. Kişisel ve profesyonel sorumluluk göstermek, başarının anahtarıdır.  Sorumluluk sahibi olmak, güvenilir, organize ve özverili bir kişi olduğunuzu gösterir. Ayrıca sorumluluğun sağlanması, sorumluluklarınızı sahiplendiğiniz anlamına gelir. Bu eğitimimizde liderlik sorumluluğunu nasıl göstereceğinizi, hedef belirleme stratejilerini nasıl uygulayacağınızı, bir eylem planı nasıl geliştireceğinizi ve birbiriyle çakışan tüm bu görevlerin nasıl tamamlayacağınızı öğreneceksiniz."
Kişisel Verileri Koruma (KVKK) Hakkında Bilgilendirme (İngilizce Alt Yazı),"Günümüzde sosyal medya üzerinden konum bilgimizi, bankayla mali bilgilerimizi, hastaneyle sağlık durumumuzu paylaşıyoruz. Gitmiş olduğumuz her kurumda buna benzer belirli izler bırakıyoruz. Bu izler bizi diğer insanlardan ayıran kişisel verilerimiz. Bu eğitimde bazen zorunluluktan bazen bilinçli olarak paylaşmış olduğumuz bu verileri koruma altına alan Kişisel Verilerin Korunması Kanunu'nu öğreneceksiniz."
Kişisel Verileri Koruma (KVKK) Hakkında Bilgilendirme (İngilizce Alt Yazı),"<div>Özel hayatımıza dair bilgiler, günümüzde birçok kurum ve kuruluş tarafından tutulmaktadır. Bunları bilgileri korumak adına Kişisel Verilerin Korunması Kanunu çıkarılmıştır.</div><div>Bu eğitimde kişisel veri kavramını, Kişisel Verilerin Korunması Kanunu'nu detaylarıyla ele alacağız.</div>"
Kişisel Yaşamınızda Üretken Olun,"<div>Şahsi yaşamınızdaki yoğunluk iş yerindeki üretkenlik seviyenizi doğrudan etkiler. Ev yaşamında üretkenliğinizin kontrolünü ele aldığınızda, ev ve iş arasında denge kurmaya çabalamaktan kaynaklanan stresiniz azalacaktır. Böylece programlara ve son tarihlere uymanız kolaylaşacak ve iş yerindeki üretkenliğiniz de artacaktır.<br /><br />Bu eğitimimizde seyahatlere hazırlanmak, kişisel işleri ve ev işlerini planlamak ve daha düzenli bir ebeveyn olmak için yapmanız gerekenleri öğreneceksiniz. Ayrıca etkili bir iş-yaşam dengesi kurmak ve sağlıklı ve iyi yaşamaya dikkat etmek için önerileri keşfedeceksiniz.</div>"
